dt,x,y,position,velocity,acceleration,jerk,heading
0.100000,242.185154,125.126422,276.266436,9.137367,0.025933,0.011756,1.007192
0.100000,242.671782,125.900105,277.180433,9.139975,0.026084,0.001515,1.011493
0.100000,243.155200,126.676060,278.094654,9.142204,0.022291,-0.037930,1.015781
0.100000,243.635433,127.454307,279.009144,9.144902,0.026977,0.046859,1.020056
0.100000,244.112482,128.234830,279.923908,9.147636,0.027344,0.003673,1.024318
0.100000,244.586345,129.017607,280.838941,9.150332,0.026958,-0.003861,1.028567
0.100000,245.057006,129.802593,281.754213,9.152727,0.023946,-0.030120,1.032803
0.100000,245.524488,130.589805,282.669769,9.155555,0.028279,0.043331,1.037025
0.100000,245.988792,131.379227,283.585610,9.158415,0.028606,0.003268,1.041233
0.100000,246.449919,132.170838,284.501736,9.161254,0.028386,-0.002201,1.045427
0.100000,246.907851,132.964587,285.418109,9.163734,0.024798,-0.035881,1.049608
0.100000,247.362612,133.760497,286.334777,9.166677,0.029433,0.046349,1.053774
0.100000,247.814205,134.558550,287.251742,9.169649,0.029720,0.002868,1.057926
0.100000,248.262633,135.358729,288.169007,9.172649,0.029996,0.002761,1.062064
0.100000,248.707878,136.160979,289.086529,9.175228,0.025791,-0.042044,1.066187
0.100000,249.149961,136.965317,290.004351,9.178215,0.029873,0.040819,1.070295
0.100000,249.588888,137.771730,290.922479,9.181284,0.030688,0.008147,1.074389
0.100000,250.024664,138.580202,291.840917,9.184376,0.030925,0.002372,1.078467
0.100000,250.457280,139.390697,292.759643,9.187262,0.028860,-0.020648,1.082531
0.100000,250.886738,140.203192,293.678655,9.190117,0.028542,-0.003187,1.086580
0.100000,251.313056,141.017695,294.597982,9.193268,0.031516,0.029742,1.090613
0.100000,251.736237,141.834189,295.517626,9.196440,0.031716,0.001996,1.094631
